000000	01100100	00	00
000000	01100100	00	54
000001	10001100	01	54
000001	10001100	01	54
000011	11101101	01	54
000010	01100101	01	54
000011	01110011	01	54
000011	01110011	01	54
000100	11100110	10	54
000100	11100100	10	54
000110	10001100	10	54
000110	10001100	10	54
000111	01101100	10	54
000111	01101100	10	54
001000	01110111	00	54
001000	01110111	00	54
001001	11100110	10	54
001001	11100110	10	54
001011	10011001	10	54
001011	10011001	10	54
001111	10011101	10	54
001100	10011101	10	54
001101	01111110	10	54
001101	01111110	10	54
001110	11100110	10	54
001110	11100110	10	54
011110	11111101	10	54
010000	10111101	10	54
010001	10111001	10	54
010001	10111001	10	54
010010	01010100	10	54
010010	01010100	10	54
010011	11010100	10	54
010011	11000110	00	54
000110	10001100	00	54
000110	10001100	00	54
000111	01101100	00	54
000111	01101100	00	54
001000	01110111	00	54
001000	01110111	00	54
001001	11100100	10	54
001001	11100100	10	54
001011	10011001	10	54
001011	10011001	10	54
001100	10011101	10	54
001100	10011101	10	54
001101	01111110	10	54
001101	01111110	10	54
001111	11111110	10	54
001110	11100110	10	54
010000	10111101	10	54
010000	10111101	10	54
010001	10111001	10	54
010001	10111001	10	54
010011	11111101	10	94
010010	01010100	10	74
010011	11000110	00	74
010011	11000110	00	74
000110	10001100	00	74
000110	10001100	00	74
000111	11101100	00	74
000111	01101100	00	74
001000	01110111	00	74
001000	01110111	00	74
001001	11100100	10	74
001001	11100100	10	74
001011	10011001	10	74
001011	10011001	10	74
001100	10011101	11	74
001100	10011101	10	74
001101	01111110	10	74
001101	01111110	11	74
001110	11100100	11	74
001110	11100100	11	74
010000	10111101	11	74
010000	10111101	11	74
010001	10111001	11	44
010001	10111001	11	44
010010	01010100	11	47
010010	01010100	11	47
010011	11000110	00	47
010011	11000110	00	47
010111	11011100	00	47
000110	10011100	00	47
000111	01111100	00	47
000111	01111100	00	47
001000	01110111	00	47
001000	01110111	00	47
001001	11110111	01	47
001001	11100100	01	47
001010	11000110	01	47
001010	11010110	01	47
010100	01010110	01	47
010100	01010110	01	47
010101	11000110	00	47
010101	11000110	00	47
000001	10011100	00	47
000001	10011100	00	47
000010	01100101	00	47
000010	01100101	00	47
000011	01110011	01	47
000011	01110011	01	47
000100	11100110	11	47
000100	11100110	11	47
000110	10111110	11	47
000110	10011100	11	47
000111	01111100	11	47
000111	01111100	11	47
001000	01110111	00	47
001000	01110111	00	47
001001	11110111	10	47
001001	11100110	11	47
001011	10011001	11	47
001011	10011001	10	47
001100	10011101	10	47
001100	10011101	10	47
001101	11111111	10	47
001101	01111110	10	47
001110	11100110	10	47
001110	11100100	10	47
010000	10111101	10	47
010000	10111101	10	47
010001	10111001	10	47
010001	10111001	10	47
010010	01010100	10	47
010010	01010100	10	47
010011	11000110	00	47
010011	11000110	00	47
000110	10001100	00	47
000110	10001100	00	47
000111	01101100	00	47
000111	01101100	00	47
001000	01110111	00	47
001000	01110111	00	47
001001	11100100	10	47
001001	11100100	10	47
001011	10011001	10	47
001011	10011001	10	47
001111	10011101	10	47
001100	10011101	10	47
001101	01111110	10	47
001101	01111110	10	47
001110	11100110	10	47
001110	11100110	10	47
011110	11111101	10	47
010000	10111101	10	47
010001	10111001	10	47
010001	10111001	10	47
010010	01010100	10	67
010010	01010100	10	67
010011	11010100	10	67
010011	11000110	00	67
000110	10001100	00	67
000110	10001100	00	67
000111	01101100	00	67
000111	01101100	00	67
001000	01110111	00	67
001000	01110111	00	67
001001	11100110	01	67
001001	11100100	01	67
001010	11010110	01	67
001010	11010110	01	67
010100	01010110	01	67
010100	01010110	01	67
010101	11000110	00	67
010101	11000110	00	67
010101	11001100	00	67
000001	10001100	00	67
000010	01100101	00	67
000010	01100101	00	67
000011	01110011	01	67
000011	01110011	01	67
000111	11110011	11	67
000100	11100110	10	67
000110	10001100	10	67
000110	10001100	10	67
000111	01101100	10	67
000111	01101100	10	67
001111	01111111	10	67
001000	01110111	00	67
001001	11100100	10	67
001001	11100110	10	67
001011	10011001	10	67
001011	10011001	10	67
001100	10011101	10	67
001100	10011101	10	67
001101	01111110	10	67
001101	01111110	10	67
001110	11100110	10	67
001110	11100110	10	67
010000	10111101	10	67
010000	10111101	10	67
010001	10111001	10	67
010001	10111001	10	67
010011	11111101	10	67
010010	01010100	10	67
010011	11010110	00	67
010011	11000110	00	67
000110	10001100	00	67
000110	10001100	00	67
000111	11101100	00	67
000111	01101100	00	67
001000	01110111	00	67
001000	01110111	00	67
001001	11100110	01	67
001001	11100110	01	67
001011	11100110	01	67
001010	11000110	01	67
010100	01010110	01	67
010100	01010110	01	67
010101	11010110	00	67
010101	11010110	00	67
000001	10001100	00	67
000001	10001100	00	67
000010	01100101	00	67
000010	01100101	00	67
000011	01110011	01	67
000011	01110011	01	67
000100	11100110	01	67
000100	11100110	01	67
000101	11010110	01	67
000101	11000110	01	67
010111	11010110	01	67
010110	00010110	01	67
010111	00010100	01	67
010111	00010100	01	67
011000	00010100	01	67
011000	00010100	01	67
011001	00010100	01	67
